Id,Target
ID_bd86cd297,4
ID_cb8cd99ef,4
ID_7235e5ede,4
ID_20b89dcd2,4
ID_61175287c,4
ID_454c50bd7,4
ID_f94581482,2
ID_c2db6c0ea,2
ID_b34bfa9b7,2
ID_c04d679fe,1
ID_e16c1cc95,1
ID_cd38b33f2,1
ID_f656fad24,1
ID_f9ea23967,1
ID_12a4995f1,1
ID_499d81073,1
ID_3e270ea2c,4
ID_2baf1f7a7,4
ID_bc58d8b5e,4
ID_aaecc316f,4
ID_0255073e8,4
ID_6bfbbca92,4
ID_2de1d659e,4
ID_35f250510,4
ID_eaaaaa4e1,4
ID_76e65b2a3,4
ID_bf2fab0e7,4
ID_0406c2534,4
ID_eae83e47e,4
ID_80f104505,4
ID_3acd57707,4
ID_b40bc5593,4
ID_5466de927,4
ID_4938f0121,2
ID_b9b9f70ef,2
ID_3526cbf34,4
ID_4fd918f83,4
ID_4debcba3a,4
ID_02f170a44,2
ID_b6f426468,2
ID_a93156310,3
ID_4809be459,3
ID_03c78313c,4
ID_798bc25f5,4
ID_424c4c19b,4
ID_97c8f54cc,4
ID_7626a779d,4
ID_bedc3ca13,4
ID_bc17f1104,4
ID_a570e05b5,4
ID_864264642,4
ID_1a9cedaf1,4
ID_9434a446f,4
ID_8451eca26,4
ID_86b6848d2,4
ID_489078dd0,4
ID_0dd3119a5,4
ID_a2f9453da,4
ID_68bec3731,4
ID_ff488ed3a,4
ID_70de614ec,4
ID_1c488cf91,4
ID_40eacd092,4
ID_d8ec9751b,4
ID_bef9b1944,4
ID_bd9568f73,4
ID_5c006283e,4
ID_2df13ff88,4
ID_023fa0d86,4
ID_147234d6c,4
ID_f466a1e0d,4
ID_04f277f97,4
ID_93ca6c4cb,4
ID_c3247b875,4
ID_ef71ef568,4
ID_0656dff65,2
ID_9311adb96,2
ID_cf1f444d9,2
ID_1f442814a,2
ID_54d85a405,4
ID_f646921d2,4
ID_0efaa835a,4
ID_d0daa1436,4
ID_eb2ac3c8c,4
ID_950fe99dc,4
ID_4383aa3ed,4
ID_2e96903e8,4
ID_9c88e4170,4
ID_aa3185f60,3
ID_4a9496a2d,3
ID_71f2f6d91,3
ID_d1d838699,3
ID_b0590c318,4
ID_be8855ff6,4
ID_3ed23d0d2,4
ID_9d7761613,4
ID_d5e03807b,4
ID_483b43286,4
ID_08ccf8df9,4
ID_033f07c46,4
ID_759bf185e,4
ID_73855db7c,4
ID_c1ad3bc37,4
ID_aa9b4e41c,4
ID_a2bca034f,4
ID_dd4ee0572,4
ID_cfd233e67,4
ID_30f5c0b70,4
ID_e5b5ebabc,4
ID_6052062cc,4
ID_2347754c6,4
ID_7df0c3313,4
ID_12596a633,3
ID_390152271,4
ID_eb0441ea6,4
ID_79b85e274,4
ID_7765d5db2,1
ID_a3423f159,2
ID_d986a73cc,2
ID_641f6190e,4
ID_c5db25509,4
ID_b5067f4ef,4
ID_7eb173cb2,3
ID_9a972b307,3
ID_4bd163990,3
ID_7caa314ad,3
ID_d8da11228,3
ID_f7367d63e,3
ID_9cc68c530,4
ID_13f6bc9bd,4
ID_ec06c6b73,4
ID_d9809487a,4
ID_e36eb2651,4
ID_938e7c372,4
ID_de30d1b09,4
ID_bd8e11b0f,4
ID_6718f7a52,4
ID_288957959,4
ID_4995b86db,4
ID_e933dc688,4
ID_01601259c,4
ID_4c2d5598e,4
ID_248f3c5c0,4
ID_0db18d294,4
ID_4fd2ccd32,4
ID_ccfcbcfa1,4
ID_095ff7ac0,4
ID_73a3a737d,4
ID_8b62cf7f8,4
ID_0ea229472,4
ID_1b56082ed,4
ID_b55c67779,4
ID_8fedf9ddd,4
ID_426d9b9c6,4
ID_8b58a7bd1,4
ID_e1eb4b85b,4
ID_7cdb227b4,4
ID_bc095c376,4
ID_b8607ffbd,4
ID_ccb01db70,4
ID_a0da6f66c,4
ID_b1fae7d13,4
ID_f6f7f6817,4
ID_9eca270b1,4
ID_860bb174c,4
ID_07d22d2bd,4
ID_8dac0058f,4
ID_f82f9adcf,4
ID_74006a179,4
ID_19127889e,4
ID_ab2f8a70f,4
ID_d446b650c,4
ID_7220d1a2a,3
ID_fa1fa2cf3,3
ID_fa45b08a1,3
ID_70582a43a,3
ID_84a382f5f,2
ID_d6c72b1ca,2
ID_dc6d1ec02,2
ID_e74469f98,2
ID_bcc43a48a,4
ID_991085f2b,4
ID_54c8a18a3,2
ID_d10bada28,4
ID_50610b286,4
ID_031cb61c9,4
ID_e7e6110db,4
ID_70c495de3,4
ID_b88fdd9b0,4
ID_b1e51ad60,2
ID_efc5a069c,2
ID_988e8d8bd,2
ID_e05496648,2
ID_df244d1de,4
ID_884c9ada6,3
ID_6babdf17f,3
ID_44c3d115f,3
ID_421698305,3
ID_2826d5d03,3
ID_0a53e753f,4
ID_1cbbbf4fc,4
ID_35091c8a9,4
ID_9cf4063df,4
ID_433f1786b,4
ID_68101efd7,4
ID_f9c7c8767,4
ID_90e67271c,4
ID_39ea49efb,4
ID_653f5eab6,4
ID_5086088e1,4
ID_c265185af,4
ID_08bd9a3ac,4
ID_74abf360e,4
ID_ac7240717,4
ID_8183bac81,4
ID_65c203fd5,4
ID_c12e5dd6e,4
ID_457c88643,3
ID_c418d0210,4
ID_b8cd164b3,4
ID_237fced5a,4
ID_a7ea7786e,4
ID_b197abbf4,4
ID_389ed7347,4
ID_bbbf4a9e6,4
ID_fe7cc1007,4
ID_d7939c9d9,4
ID_703b3bbab,4
ID_964250ed3,4
ID_37843ba0e,4
ID_dd6b64498,4
ID_cd94c3338,4
ID_0b9205330,4
ID_0b535d92a,4
ID_8139b4548,4
ID_44345cbd5,4
ID_fcfc6ae84,4
ID_93f0843e6,2
ID_f477196dd,2
ID_1bb982a1e,2
ID_8e8f453a7,2
ID_a735e6f7c,2
ID_ab1060099,2
ID_ef5ea8111,1
ID_44521f331,1
ID_5adbfe53f,1
ID_2d1da2a82,1
ID_d03bcdd5d,1
ID_7cce55dbf,1
ID_e489c907d,1
ID_5609ac292,4
ID_707e5284e,3
ID_9a4033a91,2
ID_cef0f821a,3
ID_662b41b68,3
ID_0bce63f9c,3
ID_78dd0457c,4
ID_21eb7b92b,4
ID_5d4141e05,4
ID_7e614c4ab,4
ID_c156e6080,4
ID_2080aab4d,4
ID_12fa2a430,4
ID_f0c19b3ec,4
ID_a6014c5fc,4
ID_9bad80bc7,4
ID_319953e6d,4
ID_3ce5f4090,2
ID_105d7b65f,2
ID_24ffc0710,2
ID_b226171dc,4
ID_8741c0aaa,4
ID_69f42c13b,4
ID_08c50ec3a,4
ID_5724ffcc7,4
ID_552e1a612,4
ID_a234f102c,4
ID_da422afee,4
ID_e4e744c56,1
ID_f8d6f41d5,1
ID_9c63c4c0a,1
ID_f7e2a3b81,4
ID_cc2cfa4cf,4
ID_f84b40382,4
ID_aa924f8fe,4
ID_0ccf6a0c1,3
ID_ae05348e6,3
ID_cfff759c0,4
ID_fd7bb2e7a,4
ID_2c79f755b,4
ID_186d96d2c,4
ID_d86d88f46,4
ID_0a2e41f21,4
ID_980a4edd7,4
ID_5150c76a7,1
ID_95f5294d9,1
ID_152dc23e2,1
ID_c73747d50,1
ID_b9b238712,1
ID_69f8d5df4,3
ID_456990df6,3
ID_bf6a41705,3
ID_c393f5ddc,3
ID_9a8eaae1c,4
ID_172326774,4
ID_931991de7,4
ID_387f24ed0,4
ID_dabea333d,4
ID_e646707a0,4
ID_a5da55918,4
ID_ae8742fdd,4
ID_5f9f82f9c,1
ID_5fc89041f,1
ID_3e18c9ba2,4
ID_11bd03e53,4
ID_89acb36d5,4
ID_be237e41f,4
ID_132e309a5,4
ID_42e3653c6,4
ID_e2a8ed712,4
ID_8bf12f7d5,4
ID_436872b45,4
ID_cc61ceae0,4
ID_0f089bcd3,4
ID_dbd6b4e6e,4
ID_b9e6855a3,4
ID_8632b234d,1
ID_40e40c189,1
ID_0644e59f0,4
ID_2bb83b8d1,4
ID_4e70bf39e,4
ID_24a47418a,2
ID_60f42ff08,2
ID_fee2927e7,4
ID_cf287cf84,4
ID_52f684208,4
ID_15e54ec66,4
ID_65b502c87,4
ID_9c2747777,4
ID_59608c833,4
ID_87864c274,4
ID_b60681de8,4
ID_19ba32c0c,4
ID_383134e9f,4
ID_fedcd1697,4
ID_ea3e94461,4
ID_5e8ae01ce,3
ID_5b7111655,3
ID_96b5eb55b,4
ID_32ff150d9,4
ID_fbc4a722f,4
ID_d2c3a03e5,2
ID_d040cf274,2
ID_67d7480b1,2
ID_0c6c7c46c,4
ID_4457a3888,4
ID_0f024d8a3,4
ID_2184276c9,4
ID_db68c4aac,4
ID_5f14954e9,4
ID_41b888c7d,4
ID_e3c02e254,4
ID_ee12cdd75,4
ID_c230376ae,4
ID_06f93b009,4
ID_e7f384d8c,4
ID_84de84a60,2
ID_34f79adbc,2
ID_3ff755f6e,2
ID_cbdc05267,2
ID_f50b8f904,4
ID_964ba5567,4
ID_fa544eef7,4
ID_0af4ea930,4
ID_d0bbc7a70,4
ID_a8d19bb09,4
ID_99a5e7fda,1
ID_067f89f3c,1
ID_a3635e5f4,4
ID_c9fce259a,4
ID_c81b0d1af,4
ID_fb7552194,4
ID_eab961d23,4
ID_68437ae85,4
ID_6140de8b2,4
ID_91ab7550f,4
ID_e0715dcd1,4
ID_50253a04c,4
ID_44a70e7e9,4
ID_91882a3ad,4
ID_e4d01276d,4
ID_fd5eaf510,4
ID_e531dd91e,4
ID_935594545,4
ID_29aa299ce,4
ID_ca939522d,4
ID_1d7661f55,4
ID_9daef0017,4
ID_7359e7948,4
ID_531d09daa,4
ID_b08d785e4,4
ID_456457f31,4
ID_ce3666b93,4
ID_5f6fb2ec6,4
ID_0703a66ea,4
ID_8296c15d6,4
ID_e4cfd72d8,4
ID_d3e5a6caa,4
ID_edc3d98de,4
ID_5cc2913e6,4
ID_2b8c62f27,4
ID_ad30863a6,4
ID_689cea636,4
ID_061e5980d,4
ID_07a16d517,4
ID_115dcaf22,4
ID_6d41f33a9,4
ID_74047c123,4
ID_e7cd87c9a,4
ID_1fe1df1b1,4
ID_242810bed,4
ID_b665ecd5a,4
ID_d3fc85879,4
ID_7125cb363,4
ID_f538fb7ba,4
ID_59b80a5df,4
ID_28897d6b7,4
ID_a459f70bb,4
ID_cd0ae0839,4
ID_46a170e91,4
ID_e4da298e3,4
ID_e75ded4a6,4
ID_8b6ce98dc,4
ID_2c87f1b60,4
ID_6543d1a4d,4
ID_1fe80ce7b,4
ID_8651b94b0,4
ID_4c31edbc7,4
ID_09e689a02,4
ID_9e62b0d57,4
ID_efe2286ef,4
ID_b7b5d6245,2
ID_75be07fa5,3
ID_4fac1292d,2
ID_48236a260,3
ID_4312cfce1,2
ID_43c7fb53a,4
ID_39a54a0dd,4
ID_52f72faba,4
ID_951684f5a,4
ID_2394c16a8,4
ID_583207ac1,4
ID_a020e4499,4
ID_216ca438b,4
ID_743d2dda5,4
ID_62098b7b1,3
ID_9c82df07b,3
ID_0377f8709,3
ID_2d85eb53e,3
ID_d55f8a3ca,4
ID_f4b03ca6c,4
ID_a8fddee2b,4
ID_df286a5db,4
ID_fc2eaa50e,4
ID_064150acd,4
ID_a7f5065bd,2
ID_22ca293f8,2
ID_2807c6a6a,2
ID_14f7f2f03,2
ID_a3a3327f7,2
ID_e1613a53c,4
ID_e13f91cb1,4
ID_afad3dea4,4
ID_3caf895be,4
ID_fc4951a0f,4
ID_62b81a2bd,4
ID_f7d3eb514,4
ID_b93fc94f6,4
ID_8adeec3e3,4
ID_d45f007e6,4
ID_117e8d30e,4
ID_c4af47248,4
ID_1088bd298,4
ID_c1744bfc8,3
ID_cd2c76dca,3
ID_212869840,3
ID_a12a3a57f,3
ID_3ca15d907,4
ID_9f431a828,3
ID_3f3ea90d7,3
ID_aedf12d07,3
ID_ac7e107ea,3
ID_33bc5cf52,2
ID_a8d39d337,2
ID_7b8141cbf,2
ID_f984c7a1c,2
ID_d005a71d2,2
ID_441a94882,4
ID_7bc258a11,4
ID_8ccb3cc0d,4
ID_b88e9177a,4
ID_16f55488f,4
ID_1b2a3eb70,4
ID_b3a409779,4
ID_562104189,2
ID_5feecc29c,2
ID_e0b20fae2,2
ID_0b37aa51b,2
ID_064a73aeb,2
ID_6c22df966,2
ID_f3715e469,2
ID_4cdf51311,1
ID_8334468fe,1
ID_a543ecf27,1
ID_69a339834,4
ID_44a2a340f,4
ID_12b46dd71,4
ID_352ac92a8,4
ID_d3dd29bd8,4
ID_fd689e4fe,3
ID_640d45b35,3
ID_eb92a7f3d,3
ID_fed96b20d,2
ID_0040a7ea8,2
ID_029e32bc9,2
ID_e7fadde2a,2
ID_3c2491b0f,2
ID_78927634f,3
ID_d0276832a,3
ID_f3f8940d7,3
ID_3d9e78e4d,3
ID_3388834e4,3
ID_239619c9a,3
ID_8234b6451,4
ID_8761b8b29,4
ID_17f894177,2
ID_700ec94e3,4
ID_efc91e9a9,2
ID_7ca4b4ee7,4
ID_02ce259ce,4
ID_c39c44fcb,4
ID_12c18bb79,4
ID_a0cde8cf9,4
ID_13c9eef32,4
ID_8e7d0b672,4
ID_d9c51a073,4
ID_f6b90fa39,4
ID_d1e2ba86c,4
ID_237c1e97e,4
ID_f19b5f747,4
ID_9762493ea,4
ID_986145f44,4
ID_2abbf661a,4
ID_7a1bcee7c,4
ID_a3af59e90,4
ID_06762bf7b,4
ID_6bcca5c50,4
ID_79dcd7ee2,4
ID_b5fb0ff78,4
ID_303108a1c,2
ID_3263e4a1a,4
ID_149fdf91d,4
ID_214a9aee8,4
ID_dec6bd3dd,1
ID_11f9823eb,1
ID_08bc38f42,1
ID_d117fdf24,1
ID_6eb811375,1
ID_723f16476,2
ID_345e99efb,2
ID_904caa44f,2
ID_56c422b6c,2
ID_37f4b4c44,4
ID_3d05b0eea,4
ID_6069a96c3,4
ID_5ddc2d5da,4
ID_fb35d9d3d,4
ID_4776588fc,4
ID_87f7556db,1
ID_754585a47,4
ID_51463e518,4
ID_b7c73203c,4
ID_e7d567ef8,4
ID_dcc9511f1,3
ID_e9b3a237c,3
ID_0cdea3699,3
ID_992fdc5ea,4
ID_a1a8c97be,4
ID_9a8f13a27,4
ID_4c14850b4,4
ID_dbde37469,4
ID_6b4fc948a,4
ID_bccfdaae2,4
ID_bdfa41ac8,4
ID_4793f2a25,1
ID_de1b7ee14,1
ID_5690aad4a,1
ID_c96627679,1
ID_99aa0496c,1
ID_e6acdd324,4
ID_11e3388b4,2
ID_9cf12b1f5,2
ID_8bb0f32c3,2
ID_444afe2e5,2
ID_f49c25ce0,2
ID_4de1b7102,2
ID_70d984801,4
ID_1263fa2a1,4
ID_8acd90f35,4
ID_6b8feef3c,4
ID_135c3bce9,4
ID_69b7996a6,2
ID_2efaa0ab1,2
ID_9179ee6e7,2
ID_1cb193ba3,2
ID_d809051df,2
ID_4382f65d4,2
ID_17b31e21e,2
ID_84ce572bb,4
ID_3b5bb08b8,4
ID_37a14e7b8,4
ID_236681f4f,4
ID_91908cad4,4
ID_48cbb618d,4
ID_fabc62996,4
ID_d5776f58a,4
ID_58281b45d,4
ID_2efcc7506,4
ID_5e3a651be,4
ID_f795f2c4c,4
ID_bd7f96565,4
ID_e5f9c3de8,4
ID_dfdc3b5ab,4
ID_90f1a5656,4
ID_bf579a730,4
ID_12bac22e0,4
ID_6528b4c89,4
ID_61e837fd5,4
ID_cba291656,4
ID_8e98aa7ab,4
ID_5fac547a8,4
ID_3e4439fa0,4
ID_226ffcde1,4
ID_162df606d,4
ID_f770772fb,4
ID_151f561e6,4
ID_0c22081f7,4
ID_5e7dd7c14,4
ID_5f2305a51,4
ID_5da2e3fca,4
ID_d5c7e8aea,4
ID_3c389bb55,4
ID_a7065ce6f,4
ID_8c6501f55,4
ID_173d89849,3
ID_8d8f9ba49,3
ID_021220455,3
ID_9e430c622,3
ID_aded278b8,3
ID_21258a6ab,4
ID_f092f21cf,4
ID_c29447c10,4
ID_0ef1c70f2,4
ID_878dd1387,4
ID_d804700e5,4
ID_47131f173,4
ID_b0ccc16c7,4
ID_2b79599d5,4
ID_0ab1796f4,4
ID_787131bb3,4
ID_dcb3c04fa,4
ID_5c3301e8d,4
ID_ab5e9d4a2,4
ID_b82a970d0,4
ID_7ae166892,4
ID_e4ff3aa81,4
ID_b5f0ce44a,4
ID_3d9100ed6,4
ID_0a178a015,4
ID_e10c4c94b,4
ID_0ff0b4dfe,4
ID_a7175ea6a,4
ID_59e21a8c4,4
ID_8ec0e509e,4
ID_46ff87316,4
ID_69f50bf3e,4
ID_2b0a8cfb8,4
ID_656be6363,4
ID_53e7665d6,4
ID_9f6953089,4
ID_a195e8bb5,4
ID_78e0c40bf,4
ID_b21cc20d5,4
ID_70509fb17,4
ID_c7d7b6515,4
ID_3c883a710,4
ID_62291346f,4
ID_6dcff0c61,4
ID_b28e5c168,4
ID_c6a6450cc,4
ID_38f0e4eba,4
ID_48749e494,4
ID_09dc2723e,4
ID_85b460b82,4
ID_211fc618a,4
ID_22f5a16e4,4
ID_8195b9578,4
ID_070f636f4,4
ID_36368f591,4
ID_955f20a92,4
ID_32ab927e7,4
ID_3091323ee,4
ID_a57dd9a55,4
ID_e9906346c,4
ID_7594290f9,4
ID_554ebebc3,4
ID_aa97495bf,4
ID_ab08e10ad,4
ID_c435b093a,4
ID_ebeab0844,4
ID_b210aa2d0,4
ID_9d5ef460d,4
ID_88fbd2590,4
ID_e3c47cb00,4
ID_4bc03cc5b,4
ID_b19dd0f2a,4
ID_1e15b5e7b,4
ID_2c64187d6,4
ID_a15424b41,4
ID_2b0535b67,4
ID_a86e07eca,4
ID_abe6f1539,4
ID_9594c2efa,4
ID_1105f9ab2,4
ID_6d0df20d9,4
ID_d7f34c48f,2
ID_a49950e5b,2
ID_c2a414708,2
ID_d288927ec,2
ID_7b2fbca30,2
ID_cdfb9f172,2
ID_2a6b39662,2
ID_b41df32cf,2
ID_e0daa7dc7,2
ID_bf5081943,2
ID_59e7e2f02,2
ID_d01e01fe1,2
ID_6b3377bde,2
ID_7cbf5c85e,2
ID_6165cb3e4,2
ID_0ce53c899,4
ID_a9dd8a1eb,4
ID_ef2e60fe1,4
ID_2b333e36f,4
ID_5d96099a7,4
ID_1413fcfee,4
ID_71b1af997,4
ID_ba763379a,4
ID_13e0dfe9b,4
ID_510450d2b,4
ID_7c8076606,2
ID_bf1651a55,2
ID_efd20db03,2
ID_ecaf776ac,2
ID_104a49347,4
ID_0e363f91f,4
ID_be56a06db,4
ID_7886b517c,4
ID_37a9257d9,4
ID_b7d376c3f,4
ID_c405167f9,4
ID_b6b73a2e0,4
ID_94e7d7340,4
ID_a55010447,2
ID_2e0d97b18,2
ID_8a3bf127c,2
ID_69416aec4,3
ID_fdb55284a,3
ID_dfafcb2c2,3
ID_cf967694d,3
ID_5eef4820f,4
ID_99528afba,4
ID_ceddabd35,4
ID_e546821ae,4
ID_782062b7e,4
ID_26c434a24,4
ID_0cf382883,4
ID_d9ff86126,4
ID_ecd647b60,4
ID_2f2ebc646,4
ID_11e82977d,4
ID_58aa63491,4
ID_31c8db9f5,4
ID_5d4ecf78e,4
ID_ffd3f8a72,4
ID_5988311f9,4
ID_3afc5f3e0,4
ID_714ba0171,4
ID_565abcaec,4
ID_418b959f7,4
ID_61169db31,4
ID_8b18e60e1,4
ID_db82a8e56,4
ID_fc1684bb8,4
ID_20d9c1b2d,4
ID_af0dab309,4
ID_5bd6254b3,4
ID_5a256e848,4
ID_ab9d8bfd2,4
ID_bb1c9fe5c,4
ID_bb7e60185,4
ID_a05bf5c97,4
ID_89ea3bfda,4
ID_5b7e48312,4
ID_df65abaed,4
ID_61bc46cd4,4
ID_945ed19c1,4
ID_9a8fad9ec,4
ID_83e64cfd2,4
ID_803d36ea7,4
ID_fad0bbb1c,4
ID_22dedcb78,4
ID_12c2903b0,4
ID_d46d54668,4
ID_4f01a9c52,4
ID_395d62362,4
ID_6880f8d79,4
ID_a773c8493,4
ID_c09ef89af,4
ID_ec8b14b52,4
ID_9019e039a,4
ID_8349ff048,4
ID_5f19b3bef,4
ID_7099b0360,4
ID_228d40b82,4
ID_e01cb1beb,4
ID_daeb2e6a9,4
ID_137758649,4
ID_e2d4343fa,4
ID_636c862b8,4
ID_ffdca7ffd,4
ID_ce42c84aa,4
ID_8a7a884af,3
ID_83c34d1f2,4
ID_b49dbbd0d,4
ID_e5d1b4214,4
ID_638d97d33,4
ID_76e3beccd,4
ID_d47cb4869,2
ID_66b4a9b33,2
ID_935725dd4,3
ID_67da667a4,3
ID_fb0310d81,3
ID_6a5cb7106,3
ID_c9fc1a380,2
ID_8f97fb978,2
ID_d02a7e719,2
ID_d728c9073,2
ID_708fb965e,4
ID_0402e5650,4
ID_dbdea5fca,4
ID_6ca5b935f,4
ID_8e516817d,4
ID_588e2b60f,2
ID_522274862,2
ID_aa6274de1,2
ID_18b366bfc,2
ID_8997cd01d,2
ID_64fd38a26,3
ID_9a4fe9b02,3
ID_6ac905249,3
ID_c50a5d23d,3
ID_8253641e6,3
ID_ac891c020,3
ID_02968bf89,3
ID_91af0b79f,4
ID_2b7b99604,4
ID_09e4e64b0,4
ID_f8f45925c,3
ID_e9b7a02c2,4
ID_bc34006aa,4
ID_7173c12fc,4
ID_18c83d71e,4
ID_3def9695e,4
ID_92c322a59,4
ID_83aeea626,4
ID_873e86e79,4
ID_ad44d5544,4
ID_4e95c9ace,4
ID_3a0043c6a,4
ID_13722caf5,4
ID_a71c5bab0,4
ID_f1be3a8ef,4
ID_db3168f9f,4
ID_2a7615902,4
ID_cd2ecef46,4
ID_c7da4c086,4
ID_59332a524,4
ID_6b91c19ea,4
ID_6a8e7302a,4
ID_78347ddc0,4
ID_5e9f47d0e,4
ID_267878797,4
ID_21f194ff8,4
ID_83231eb36,4
ID_a8b2d2efe,4
ID_b4cd22c8f,4
ID_398bd4df3,4
ID_c1bf4ca05,4
ID_731e9323f,4
ID_40cdef3e1,4
ID_acd3558a0,4
ID_0ca1ccf39,4
ID_5f68b6b1d,4
ID_0dbbd3b0a,4
ID_f33a5986c,4
ID_c829ac940,4
ID_2811cae61,4
ID_add077bbd,4
ID_7c0e983ae,4
ID_21e7b26ff,4
ID_3148c7e1d,3
ID_ec7653eb0,3
ID_a8a704b33,3
ID_9d3e1b701,3
ID_6c7b023ed,4
ID_a94ac6930,4
ID_95bc0c2fb,4
ID_c4bcca188,4
ID_45429eae0,4
ID_2eab1d269,4
ID_8946c25b1,4
ID_17ead580a,4
ID_e684562f2,4
ID_35fd44937,4
ID_b6db29844,4
ID_1f342c825,4
ID_9617c2554,4
ID_8ca77de38,4
ID_6c0814a2c,4
ID_b4dc6d76c,4
ID_f90fffb9e,4
ID_6a21100c1,4
ID_76cc451a3,4
ID_9a70571e2,4
ID_e37f27dff,4
ID_e07f61a0f,4
ID_56af66fb4,4
ID_afb9cff68,4
ID_c9335b817,4
ID_55b588ef5,4
ID_c767c5f0b,3
ID_97e866c46,3
ID_28ea17f9e,4
ID_5714bc36a,4
ID_42ff336ba,4
ID_10a271118,4
ID_6c00e8e2c,4
ID_a62d5635b,4
ID_fafe2ad5c,4
ID_7e0d6711b,4
ID_313cacf26,4
ID_626721a4a,4
ID_9164f82c3,4
ID_6171bf1da,4
ID_6dbdafd2d,4
ID_14ddd3b2a,4
ID_4033b647e,4
ID_b2bcbe068,4
ID_a0e0161bb,4
ID_43928febd,4
ID_ad2667a0e,4
ID_202e503ed,4
ID_61eef54d3,4
ID_ad66af981,4
ID_9ef4ccad1,4
ID_5b39ae2ac,4
ID_0fd804442,4
ID_d68e6ee00,4
ID_de6191c9f,4
ID_b2836be63,4
ID_45a11fd90,4
ID_94f013861,4
ID_f09b1ae65,4
ID_518340606,4
ID_aa9974e1d,4
ID_22f6a5d5d,4
ID_d1a8bd90e,4
ID_ce037dc12,4
ID_38ebea9f3,4
ID_92bb42fa7,1
ID_acb140d5d,1
ID_cb8de434f,1
ID_451742b35,1
ID_43c9009a9,1
ID_3c1e0bfd7,1
ID_92a833918,4
ID_10a7a98d4,4
ID_7e4b07dba,4
ID_8517e8644,4
ID_257567a7d,4
ID_08f3f9996,4
ID_61fc3682a,4
ID_42f063253,4
ID_5f36d9eb6,4
ID_73a332a02,4
ID_2f3689802,4
ID_6ebdf67a8,4
ID_bac04150a,4
ID_157d62776,4
ID_9f12d251c,4
ID_e7cce699f,4
ID_6d5fc1a77,4
ID_4d93c9115,4
ID_fb2c7c7ba,4
ID_31aa5d423,4
ID_d562048d3,4
ID_259e47dae,4
ID_5f6d696fd,4
ID_738c6feb5,4
ID_093642611,4
ID_d10ae8efc,4
ID_b331099cc,4
ID_fcf49089e,4
ID_93cfeffa1,4
ID_c8e05fdec,4
ID_a93cc5069,4
ID_927ef0c85,4
ID_1ae7d190a,4
ID_4c022574c,4
ID_fce717c93,4
ID_129848608,4
ID_b856d0787,4
ID_27dfdb1d9,4
ID_7b8c46834,4
ID_296f24f4b,4
ID_066334c70,4
ID_e73ec19fa,4
ID_c887d8bb7,2
ID_83bce3d12,2
ID_61104e6e0,2
ID_ac8b063ac,2
ID_5b2d37be7,2
ID_871acfb15,4
ID_b396608e5,4
ID_b7f1b6776,4
ID_41ff26fb5,4
ID_02bc6c364,4
ID_91ffd4fcc,4
ID_86f74cdb4,4
ID_22285c618,4
ID_7aa693ea9,4
ID_7613551c0,4
ID_3d076b829,4
ID_9084437f0,4
ID_d40191539,4
ID_16a94a61e,4
ID_ec12845a6,4
ID_797301a69,4
ID_2883a2bef,4
ID_fba1bee18,4
ID_9c5654ade,4
ID_61043cdb0,4
ID_979d2979e,4
ID_b5977a3c1,4
ID_51d6572d6,4
ID_55866d6f9,4
ID_ae6f14eaf,4
ID_30c5ef107,4
ID_fba520e37,4
ID_e95b3cf98,2
ID_8a80f3aaa,2
ID_b7d24c110,2
ID_c74bef8e8,2
ID_b2fa3cc65,2
ID_8d18c35d4,4
ID_e7be306e1,4
ID_ce0082068,4
ID_f09f85757,3
ID_69378f8bb,3
ID_e914d43f4,4
ID_4e1a05cce,4
ID_0dcc16aa9,4
ID_8b4a684ed,4
ID_30b046d19,4
ID_cc7e6aa47,4
ID_737c2e9b7,4
ID_d1eeb9fd7,4
ID_adc7d18eb,4
ID_a38cf6d77,4
ID_85181d3ec,4
ID_5efba4a00,4
ID_660cdd99d,4
ID_c6851e420,4
ID_2460ee0ec,4
ID_e4d94a235,4
ID_17d078b07,4
ID_85dccdbc4,4
ID_950f13468,4
ID_fce843c0b,4
ID_1e1ad1f9b,4
ID_465209e50,4
ID_c1b147593,4
ID_5523cfc1e,4
ID_98d9f99ed,4
ID_f70543db0,3
ID_47f3fbfbf,3
ID_f42c1a345,1
ID_95d5b26fe,1
ID_bd9b325f6,1
ID_d8f875511,2
ID_1bd4cdfd9,2
ID_32bd2b66a,2
ID_9a239d842,2
ID_a6df352f6,2
ID_4f76b0340,4
ID_35abcb8f7,4
ID_4a3d1cc49,2
ID_214241134,2
ID_bad5b490d,3
ID_036cf4843,3
ID_b3acd2a3d,3
ID_7082266cf,3
ID_fb5bba101,1
ID_3a1deda93,1
ID_17dc64a09,1
ID_df0ab8cde,4
ID_0aa5e6915,4
ID_3b26a78fd,4
ID_8de45f6e8,4
ID_1b08f2d09,4
ID_2bfe5c76b,4
ID_8f70092db,4
ID_3075bd948,4
ID_3266ad68d,2
ID_a19f6a21c,2
ID_f1ce98e6f,4
ID_09131880f,4
ID_809fcb6d3,4
ID_c6f87ff7b,4
ID_ebd9772af,4
ID_f9ccf7504,4
ID_abbd7d6d3,4
ID_f4b292ef1,2
ID_2dbc2e3e3,2
ID_2097e1314,2
ID_c763a0fb4,2
ID_95af42ab9,2
ID_12dc9773c,4
ID_3faa32452,4
ID_645c04e40,4
ID_99e2908b9,4
ID_9672e5f05,4
